ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Year_Birth_log,Income_log,MntWines_log,MntFruits_log,MntMeatProducts_log,MntFishProducts_log,MntSweetProducts_log,MntGoldProds_log,NumDealsPurchases_log,NumWebPurchases_log,NumCatalogPurchases_log,NumWebVisitsMonth_log,AcceptedCmp3_log,AcceptedCmp4_log,AcceptedCmp5_log,AcceptedCmp1_log,AcceptedCmp2_log,Complain_log,Response_log,Age,Tenure_days,Total_Spent,DBSCAN_Cluster,GMM_Cluster,KMeans_Cluster,Hierarchical_Cluster,Final_Cluster,Cluster_Name
1994,1983,Graduation,Married,51381.5,1,0,2013-11-15,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,7.592870287844818,10.847052926545164,1.791759469228055,1.791759469228055,1.9459101490553132,0.0,1.0986122886681096,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,4065,26.321188556739475,0,2,0,0,0,Low Income - Low Spending
387,1976,Basic,Married,7500.0,0,0,2012-11-13,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,3,11,0,7.589335823170617,8.922791623969637,1.9459101490553132,2.833213344056216,2.4849066497880004,2.4849066497880004,0.6931471805599453,2.833213344056216,0.6931471805599453,1.0986122886681096,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,4432,74.2752973173037,0,2,0,0,0,Low Income - Low Spending
2125,1959,Graduation,Divorced,63033.0,0,0,2013-11-15,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,3,11,0,7.580699752224563,11.051429542337106,5.272999558563747,4.127134385045092,6.175867270105761,5.420534999272286,4.727387818712341,3.4339872044851463,0.6931471805599453,1.3862943611198906,1.6094379124341003,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,4065,1131.1579112361844,0,1,1,1,1,High Income - High Spending
8180,1952,Master,Divorced,59354.0,1,1,2013-11-15,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,3,11,0,7.577121930876679,10.991291642487635,5.455321115357702,1.0986122886681096,3.9889840465642745,1.3862943611198906,1.791759469228055,2.70805020110221,1.3862943611198906,1.9459101490553132,0.6931471805599453,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,4065,326.42902148204024,0,3,2,1,2,Medium Income - Deal Seekers
2569,1987,Graduation,Married,17323.0,0,0,2012-10-10,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,3,11,0,7.59488438721652,9.759848102334518,1.3862943611198906,2.70805020110221,2.8903717578961645,1.9459101490553132,0.6931471805599453,1.791759469228055,0.6931471805599453,0.6931471805599453,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,4466,57.41553311896158,0,2,0,0,0,Low Income - Low Spending
2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,3,11,1,7.5740450053721995,11.324195417595107,6.914730892718563,3.1354942159291497,4.7535901911063645,4.0943445622221,4.23410650459726,3.828641396489095,0.6931471805599453,2.0794415416798357,1.9459101490553132,1.3862943611198906,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,79,4421,1341.9609077630628,0,1,1,2,1,High Income - High Spending
9736,1980,Graduation,Married,41850.0,1,1,2012-12-24,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,3,11,0,7.591357046698551,10.641870970494749,3.9889840465642745,1.791759469228055,2.995732273553991,1.0986122886681096,2.639057329615259,1.6094379124341003,1.3862943611198906,1.3862943611198906,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4391,110.12358332006379,0,2,0,0,0,Low Income - Low Spending
4939,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,7.5740450053721995,10.539032102959615,4.442651256490317,1.791759469228055,3.6635616461296463,5.017279836814924,2.5649493574615367,3.367295829986474,1.0986122886681096,1.6094379124341003,0.6931471805599453,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,4506,337.84749739611095,0,3,2,1,2,Medium Income - Deal Seekers
6565,1949,Master,Married,76995.0,0,1,2013-03-28,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,3,11,0,7.575584651557793,11.251508751434526,6.920671504248683,4.394449154672439,6.212606095751519,0.0,2.833213344056216,5.176149732573829,1.0986122886681096,2.4849066497880004,1.6094379124341003,1.791759469228055,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,76,4297,1807.5370898313026,0,1,1,1,1,High Income - High Spending
2278,1985,2n Cycle,Single,33812.0,1,0,2012-11-03,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,3,11,0,7.593877844605118,10.428600622910189,1.6094379124341003,2.8903717578961645,2.995732273553991,3.4339872044851463,3.2188758248682006,3.6888794541139363,1.0986122886681096,1.0986122886681096,0.6931471805599453,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4442,150.8372844273515,0,2,0,0,0,Low Income - Low Spending
9360,1982,Graduation,Married,37040.0,0,0,2012-08-08,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,3,11,0,7.592366128519796,10.519780686235853,4.465908118654584,1.0986122886681096,4.304065093204169,4.248495242049359,3.6635616461296463,3.8918202981106265,0.6931471805599453,1.6094379124341003,1.0986122886681096,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,4529,337.6724626868165,0,3,0,1,0,Low Income - Low Spending
5376,1979,Graduation,Married,2447.0,1,0,2013-01-06,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,3,11,0,7.590852123688581,7.803026643632217,0.6931471805599453,0.6931471805599453,7.453561871643373,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.772588722239781,0.0,3.367295829986474,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,4378,1740.9192977744428,-1,0,0,2,0,Low Income - Low Spending
1993,1949,PhD,Married,58607.0,0,1,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,3,11,0,7.575584651557793,10.978626485018596,6.7661917146603505,0.0,4.465908118654584,0.0,0.0,2.995732273553991,1.3862943611198906,1.0986122886681096,1.3862943611198906,2.1972245773362196,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,76,4392,986.227832106869,0,1,1,3,1,High Income - High Spending
4047,1954,PhD,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0,7.578145472419466,11.087130090388813,5.953243334287785,0.0,4.634728988229636,3.091042453358316,3.4965075614664802,1.791759469228055,1.3862943611198906,1.9459101490553132,1.0986122886681096,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,4008,562.9672818065703,0,3,1,2,1,High Income - High Spending
1409,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,7.5766097669730375,10.613737640995735,5.602118820879701,1.3862943611198906,3.332204510175204,3.6888794541139363,1.9459101490553132,4.605170185988092,2.0794415416798357,2.0794415416798357,0.6931471805599453,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,4307,464.5605774813321,0,3,2,1,2,Medium Income - Deal Seekers
7892,1969,Graduation,Single,18589.0,0,0,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,3,11,0,7.585788821732034,9.83037908071549,1.9459101490553132,1.6094379124341003,3.258096538021482,2.772588722239781,2.5649493574615367,2.639057329615259,1.0986122886681096,1.0986122886681096,0.6931471805599453,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,4382,89.79004000882746,0,2,2,0,2,Medium Income - Deal Seekers
2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,3,11,0,7.589335823170617,10.884816680589505,5.159055299214529,1.6094379124341003,3.4339872044851463,1.3862943611198906,1.9459101490553132,3.7376696182833684,1.6094379124341003,1.791759469228055,0.6931471805599453,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,4237,274.2723545445923,0,3,0,1,0,Low Income - Low Spending
5255,1986,Graduation,Single,51381.5,1,0,2013-02-20,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,3,11,0,7.594381242551817,10.847052926545164,1.791759469228055,0.6931471805599453,1.3862943611198906,1.3862943611198906,5.575949103146316,5.8944028342648505,0.0,3.332204510175204,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,4333,653.7278473094389,-1,1,3,1,3,Young Frequent Buyers
9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,3,11,0,7.595889917718538,10.554796597479278,3.6109179126442243,1.0986122886681096,3.7612001156935624,3.044522437723423,3.091042453358316,2.3978952727983707,1.0986122886681096,1.0986122886681096,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,4233,148.004190480886,0,2,0,0,0,Low Income - Low Spending
1966,1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,7.583756300707112,11.345914106667006,6.529418838262226,4.61512051684126,6.687108607866515,3.091042453358316,4.204692619390966,0.0,0.6931471805599453,1.9459101490553132,2.302585092994046,1.0986122886681096,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,60,4058,1697.1273830357193,0,1,1,2,1,High Income - High Spending
6864,1989,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,7.595889917718538,9.30383071506352,2.1972245773362196,1.6094379124341003,2.3978952727983707,1.0986122886681096,1.0986122886681096,1.6094379124341003,1.0986122886681096,1.3862943611198906,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,3877,40.011220252339015,0,2,0,0,0,Low Income - Low Spending
3033,1963,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,7.582738488914411,10.561551448966803,4.727387818712341,2.8903717578961645,3.8066624897703196,3.5553480614894135,3.1354942159291497,4.499809670330265,0.6931471805599453,1.0986122886681096,1.791759469228055,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,4253,340.61507401412763,0,0,2,3,2,Medium Income - Deal Seekers
5710,1970,Graduation,Together,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,7.58629630715272,10.61026639832702,4.709530201312334,0.0,1.791759469228055,1.0986122886681096,0.0,1.3862943611198906,1.0986122886681096,1.0986122886681096,0.6931471805599453,1.791759469228055,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,55,4466,128.9861963203284,0,2,0,0,0,Low Income - Low Spending
7373,1952,PhD,Divorced,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,7.577121930876679,10.749591843760111,4.574710978503383,2.5649493574615367,4.574710978503383,3.5263605246161616,3.1354942159291497,3.784189633918261,1.9459101490553132,1.6094379124341003,0.6931471805599453,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,73,4447,324.16041568893195,0,3,2,1,2,Medium Income - Deal Seekers
8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0,7.5740450053721995,11.13689293754577,6.180016653652572,3.5553480614894135,6.156978985585555,4.787491742782046,4.23410650459726,3.1354942159291497,0.6931471805599453,1.3862943611198906,1.791759469228055,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,4333,1224.049436164036,0,1,1,2,1,High Income - High Spending
10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,7.5766097669730375,10.807503253534671,3.713572066704308,0.0,2.995732273553991,1.0986122886681096,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.0986122886681096,0.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,4143,74.88735817060625,0,2,2,3,2,Medium Income - Deal Seekers
4339,1970,PhD,Married,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,7.58629630715272,11.117717571314712,6.555356891810665,2.8903717578961645,5.0238805208462765,0.0,2.1972245773362196,3.58351893845611,1.791759469228055,1.791759469228055,1.9459101490553132,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,4019,933.2503526863455,0,1,3,2,3,Young Frequent Buyers
10755,1976,2n Cycle,Married,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,7.589335823170617,10.074031693706946,1.9459101490553132,1.3862943611198906,2.70805020110221,2.772588722239781,2.0794415416798357,3.6109179126442243,1.3862943611198906,1.3862943611198906,0.6931471805599453,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,4139,95.50320288784125,0,2,0,0,0,Low Income - Low Spending
8595,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,7.587817219993427,10.65561093819637,4.02535169073515,0.0,1.9459101490553132,1.0986122886681096,0.0,1.6094379124341003,1.0986122886681096,0.6931471805599453,0.6931471805599453,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,3977,75.67931204089267,0,2,2,0,2,Medium Income - Deal Seekers
2968,1943,PhD,Divorced,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,7.572502985020384,10.79853421874079,6.082218910376446,2.1972245773362196,5.332718793265369,5.081404364984463,3.912023005428146,3.7612001156935624,1.0986122886681096,2.0794415416798357,2.3978952727983707,1.9459101490553132,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,82,4352,928.3667897670842,0,1,1,2,1,High Income - High Spending
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,7.591357046698551,11.289931902407144,6.045005314036012,4.343805421853684,6.285998094508865,4.418840607796598,5.187385805840755,4.634728988229636,1.0986122886681096,2.1972245773362196,1.9459101490553132,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4265,1425.9157642322655,0,1,3,2,3,Young Frequent Buyers
503,1985,Master,Married,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,7.593877844605118,9.931102719569102,2.639057329615259,0.6931471805599453,3.4011973816621555,1.3862943611198906,0.0,2.0794415416798357,1.0986122886681096,1.0986122886681096,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4313,63.19913779463708,0,2,0,0,0,Low Income - Low Spending
8430,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,7.579678823090456,9.99857043378282,2.302585092994046,0.0,1.9459101490553132,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,4391,29.714231144849084,0,2,0,3,0,Low Income - Low Spending
7281,1959,PhD,Single,51381.5,0,0,2013-11-05,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,3,11,0,7.580699752224563,10.847052926545164,4.406719247264253,2.4849066497880004,3.9318256327243257,1.3862943611198906,1.0986122886681096,3.6888794541139363,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,4075,202.9972376336785,0,3,2,0,2,Medium Income - Deal Seekers
2139,1975,Master,Married,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,7.588829878307813,8.922791623969637,1.3862943611198906,0.6931471805599453,2.3978952727983707,1.3862943611198906,1.0986122886681096,2.5649493574615367,1.3862943611198906,1.0986122886681096,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,4109,40.52719282172774,0,2,0,0,0,Low Income - Low Spending
1371,1976,Graduation,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,7.589335823170617,11.289056650716423,4.820281565605037,5.10594547390058,5.58724865840025,5.429345628954441,3.4339872044851463,5.1647859739235145,0.6931471805599453,1.0986122886681096,1.6094379124341003,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,3840,1013.5415945052688,0,1,3,2,3,Young Frequent Buyers
9909,1996,2n Cycle,Married,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,7.599401333415815,8.922791623969637,1.3862943611198906,2.9444389791664403,2.70805020110221,2.772588722239781,3.1354942159291497,3.9318256327243257,1.3862943611198906,1.3862943611198906,0.6931471805599453,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,29,4436,138.8786921122818,0,2,0,0,0,Low Income - Low Spending
7286,1968,Graduation,Together,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,7.585281078639126,10.638951609723101,2.639057329615259,1.9459101490553132,2.772588722239781,1.3862943611198906,1.791759469228055,2.639057329615259,0.6931471805599453,1.0986122886681096,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,4240,68.17466736087356,0,2,2,0,2,Medium Income - Deal Seekers
7244,1951,Graduation,Single,51381.5,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,3,11,0,7.5766097669730375,10.847052926545164,3.8918202981106265,1.791759469228055,3.8918202981106265,1.9459101490553132,2.3978952727983707,2.0794415416798357,1.3862943611198906,1.0986122886681096,0.6931471805599453,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,4018,139.99864702898284,0,2,2,3,2,Medium Income - Deal Seekers
6566,1954,PhD,Married,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,3,11,0,7.578145472419466,11.19204504181486,6.717804695023691,3.9318256327243257,5.762051382780177,3.9318256327243257,3.6635616461296463,3.6635616461296463,2.302585092994046,1.791759469228055,1.0986122886681096,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,4437,1346.6706306355115,0,1,1,2,1,High Income - High Spending
8614,1957,Graduation,Widow,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,7.579678823090456,11.089606928642473,5.5053315359323625,2.995732273553991,4.836281906951478,3.6375861597263857,4.219507705176107,2.70805020110221,0.6931471805599453,1.6094379124341003,1.0986122886681096,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,3887,530.9024897824426,0,1,1,2,1,High Income - High Spending
4114,1964,Master,Married,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,7.583247524303362,11.279024257003059,6.478509642208569,3.6375861597263857,6.660575149839686,3.332204510175204,5.123963979403259,3.4965075614664802,0.6931471805599453,1.9459101490553132,2.302585092994046,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,4526,1721.7293470028194,0,1,1,2,1,High Income - High Spending
1331,1977,Graduation,Single,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,7.589841512182657,10.485451744135313,2.5649493574615367,1.9459101490553132,3.044522437723423,3.4339872044851463,0.6931471805599453,1.3862943611198906,1.0986122886681096,1.0986122886681096,0.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,4382,85.06881069040527,0,2,0,0,0,Low Income - Low Spending
2225,1977,Graduation,Divorced,82582.0,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,3,11,1,7.589841512182657,11.321559127189037,6.236369590203704,4.795790545596741,6.311734809152915,5.056245805348308,3.713572066704308,5.488937726156687,0.6931471805599453,1.6094379124341003,2.302585092994046,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,48,3861,1648.6026505431626,0,1,3,2,3,Young Frequent Buyers
9381,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,7.590346945602565,11.103060692517378,5.796057750765372,2.302585092994046,4.8283137373023015,2.5649493574615367,3.2188758248682006,4.700480365792417,2.0794415416798357,1.6094379124341003,1.0986122886681096,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,4221,629.4112621291838,0,1,3,2,3,Young Frequent Buyers
